Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-03,SE,Sweden,EURO,0,0,0,0
2020-01-04,SE,Sweden,EURO,0,0,0,0
2020-01-05,SE,Sweden,EURO,0,0,0,0
2020-01-06,SE,Sweden,EURO,0,0,0,0
2020-01-07,SE,Sweden,EURO,0,0,0,0
2020-01-08,SE,Sweden,EURO,0,0,0,0
2020-01-09,SE,Sweden,EURO,0,0,0,0
2020-01-10,SE,Sweden,EURO,0,0,0,0
2020-01-11,SE,Sweden,EURO,0,0,0,0
2020-01-12,SE,Sweden,EURO,0,0,0,0
2020-01-13,SE,Sweden,EURO,0,0,0,0
2020-01-14,SE,Sweden,EURO,0,0,0,0
2020-01-15,SE,Sweden,EURO,0,0,0,0
2020-01-16,SE,Sweden,EURO,0,0,0,0
2020-01-17,SE,Sweden,EURO,0,0,0,0
2020-01-18,SE,Sweden,EURO,0,0,0,0
2020-01-19,SE,Sweden,EURO,0,0,0,0
2020-01-20,SE,Sweden,EURO,0,0,0,0
2020-01-21,SE,Sweden,EURO,0,0,0,0
2020-01-22,SE,Sweden,EURO,0,0,0,0
2020-01-23,SE,Sweden,EURO,0,0,0,0
2020-01-24,SE,Sweden,EURO,0,0,0,0
2020-01-25,SE,Sweden,EURO,0,0,0,0
2020-01-26,SE,Sweden,EURO,0,0,0,0
2020-01-27,SE,Sweden,EURO,0,0,0,0
2020-01-28,SE,Sweden,EURO,0,0,0,0
2020-01-29,SE,Sweden,EURO,0,0,0,0
2020-01-30,SE,Sweden,EURO,0,0,0,0
2020-01-31,SE,Sweden,EURO,1,1,0,0
2020-02-01,SE,Sweden,EURO,0,1,0,0
2020-02-02,SE,Sweden,EURO,0,1,0,0
2020-02-03,SE,Sweden,EURO,0,1,0,0
2020-02-04,SE,Sweden,EURO,0,1,0,0
2020-02-05,SE,Sweden,EURO,0,1,0,0
2020-02-06,SE,Sweden,EURO,0,1,0,0
2020-02-07,SE,Sweden,EURO,0,1,0,0
2020-02-08,SE,Sweden,EURO,0,1,0,0
2020-02-09,SE,Sweden,EURO,0,1,0,0
2020-02-10,SE,Sweden,EURO,0,1,0,0
2020-02-11,SE,Sweden,EURO,0,1,0,0
2020-02-12,SE,Sweden,EURO,0,1,0,0
2020-02-13,SE,Sweden,EURO,0,1,0,0
2020-02-14,SE,Sweden,EURO,0,1,0,0
2020-02-15,SE,Sweden,EURO,0,1,0,0
2020-02-16,SE,Sweden,EURO,0,1,0,0
2020-02-17,SE,Sweden,EURO,0,1,0,0
2020-02-18,SE,Sweden,EURO,0,1,0,0
2020-02-19,SE,Sweden,EURO,0,1,0,0
2020-02-20,SE,Sweden,EURO,0,1,0,0
2020-02-21,SE,Sweden,EURO,0,1,0,0
2020-02-22,SE,Sweden,EURO,0,1,0,0
2020-02-23,SE,Sweden,EURO,0,1,0,0
2020-02-24,SE,Sweden,EURO,0,1,0,0
2020-02-25,SE,Sweden,EURO,0,1,0,0
2020-02-26,SE,Sweden,EURO,0,1,0,0
2020-02-27,SE,Sweden,EURO,0,1,0,0
2020-02-28,SE,Sweden,EURO,1,2,0,0
2020-02-29,SE,Sweden,EURO,1,3,0,0
2020-03-01,SE,Sweden,EURO,8,11,0,0
2020-03-02,SE,Sweden,EURO,3,14,0,0
2020-03-03,SE,Sweden,EURO,0,14,0,0
2020-03-04,SE,Sweden,EURO,5,19,0,0
2020-03-05,SE,Sweden,EURO,13,32,0,0
2020-03-06,SE,Sweden,EURO,30,62,0,0
2020-03-07,SE,Sweden,EURO,25,87,0,0
2020-03-08,SE,Sweden,EURO,59,146,0,0
2020-03-09,SE,Sweden,EURO,33,179,0,0
2020-03-10,SE,Sweden,EURO,46,225,0,0
2020-03-11,SE,Sweden,EURO,101,326,0,0
2020-03-12,SE,Sweden,EURO,98,424,1,1
2020-03-13,SE,Sweden,EURO,196,620,0,1
2020-03-14,SE,Sweden,EURO,151,771,0,1
2020-03-15,SE,Sweden,EURO,152,923,1,2
2020-03-16,SE,Sweden,EURO,71,994,1,3
2020-03-17,SE,Sweden,EURO,69,1063,2,5
2020-03-18,SE,Sweden,EURO,83,1146,2,7
2020-03-19,SE,Sweden,EURO,119,1265,1,8
2020-03-20,SE,Sweden,EURO,145,1410,6,14
2020-03-21,SE,Sweden,EURO,143,1553,7,21
2020-03-22,SE,Sweden,EURO,180,1733,9,30
2020-03-23,SE,Sweden,EURO,136,1869,8,38
2020-03-24,SE,Sweden,EURO,118,1987,11,49
2020-03-25,SE,Sweden,EURO,182,2169,11,60
2020-03-26,SE,Sweden,EURO,230,2399,21,81
2020-03-27,SE,Sweden,EURO,314,2713,22,103
2020-03-28,SE,Sweden,EURO,286,2999,31,134
2020-03-29,SE,Sweden,EURO,365,3364,32,166
2020-03-30,SE,Sweden,EURO,300,3664,35,201
2020-03-31,SE,Sweden,EURO,280,3944,38,239
2020-04-01,SE,Sweden,EURO,416,4360,45,284
2020-04-02,SE,Sweden,EURO,474,4834,48,332
2020-04-03,SE,Sweden,EURO,486,5320,53,385
2020-04-04,SE,Sweden,EURO,554,5874,70,455
2020-04-05,SE,Sweden,EURO,602,6476,80,535
2020-04-06,SE,Sweden,EURO,357,6833,70,605
2020-04-07,SE,Sweden,EURO,340,7173,85,690
2020-04-08,SE,Sweden,EURO,389,7562,90,780
2020-04-09,SE,Sweden,EURO,739,8301,84,864
2020-04-10,SE,Sweden,EURO,654,8955,159,1023
2020-04-11,SE,Sweden,EURO,645,9600,86,1109
2020-04-12,SE,Sweden,EURO,454,10054,90,1199
2020-04-13,SE,Sweden,EURO,395,10449,102,1301
2020-04-14,SE,Sweden,EURO,464,10913,97,1398
2020-04-15,SE,Sweden,EURO,437,11350,84,1482
2020-04-16,SE,Sweden,EURO,479,11829,91,1573
2020-04-17,SE,Sweden,EURO,604,12433,115,1688
2020-04-18,SE,Sweden,EURO,623,13056,111,1799
2020-04-19,SE,Sweden,EURO,689,13745,83,1882
2020-04-20,SE,Sweden,EURO,532,14277,86,1968
2020-04-21,SE,Sweden,EURO,388,14665,87,2055
2020-04-22,SE,Sweden,EURO,461,15126,85,2140
2020-04-23,SE,Sweden,EURO,707,15833,62,2202
2020-04-24,SE,Sweden,EURO,723,16556,77,2279
2020-04-25,SE,Sweden,EURO,758,17314,86,2365
2020-04-26,SE,Sweden,EURO,781,18095,89,2454
2020-04-27,SE,Sweden,EURO,473,18568,73,2527
2020-04-28,SE,Sweden,EURO,300,18868,74,2601
2020-04-29,SE,Sweden,EURO,563,19431,74,2675
2020-04-30,SE,Sweden,EURO,742,20173,83,2758
2020-05-01,SE,Sweden,EURO,799,20972,83,2841
2020-05-02,SE,Sweden,EURO,636,21608,78,2919
2020-05-03,SE,Sweden,EURO,532,22140,78,2997
2020-05-04,SE,Sweden,EURO,299,22439,72,3069
2020-05-05,SE,Sweden,EURO,261,22700,75,3144
2020-05-06,SE,Sweden,EURO,477,23177,83,3227
2020-05-07,SE,Sweden,EURO,657,23834,72,3299
2020-05-08,SE,Sweden,EURO,745,24579,73,3372
2020-05-09,SE,Sweden,EURO,785,25364,80,3452
2020-05-10,SE,Sweden,EURO,701,26065,60,3512
2020-05-11,SE,Sweden,EURO,509,26574,68,3580
2020-05-12,SE,Sweden,EURO,279,26853,73,3653
2020-05-13,SE,Sweden,EURO,455,27308,65,3718
2020-05-14,SE,Sweden,EURO,754,28062,61,3779
2020-05-15,SE,Sweden,EURO,698,28760,50,3829
2020-05-16,SE,Sweden,EURO,657,29417,46,3875
2020-05-17,SE,Sweden,EURO,688,30105,58,3933
2020-05-18,SE,Sweden,EURO,358,30463,48,3981
2020-05-19,SE,Sweden,EURO,259,30722,52,4033
2020-05-20,SE,Sweden,EURO,430,31152,59,4092
2020-05-21,SE,Sweden,EURO,666,31818,41,4133
2020-05-22,SE,Sweden,EURO,808,32626,52,4185
2020-05-23,SE,Sweden,EURO,610,33236,53,4238
2020-05-24,SE,Sweden,EURO,532,33768,56,4294
2020-05-25,SE,Sweden,EURO,403,34171,55,4349
2020-05-26,SE,Sweden,EURO,210,34381,44,4393
2020-05-27,SE,Sweden,EURO,490,34871,42,4435
2020-05-28,SE,Sweden,EURO,746,35617,28,4463
2020-05-29,SE,Sweden,EURO,800,36417,38,4501
2020-05-30,SE,Sweden,EURO,774,37191,40,4541
2020-05-31,SE,Sweden,EURO,773,37964,40,4581
2020-06-01,SE,Sweden,EURO,432,38396,38,4619
2020-06-02,SE,Sweden,EURO,265,38661,46,4665
2020-06-03,SE,Sweden,EURO,648,39309,39,4704
2020-06-04,SE,Sweden,EURO,900,40209,36,4740
2020-06-05,SE,Sweden,EURO,1046,41255,28,4768
2020-06-06,SE,Sweden,EURO,1039,42294,44,4812
2020-06-07,SE,Sweden,EURO,1146,43440,37,4849
2020-06-08,SE,Sweden,EURO,780,44220,29,4878
2020-06-09,SE,Sweden,EURO,462,44682,33,4911
2020-06-10,SE,Sweden,EURO,677,45359,38,4949
2020-06-11,SE,Sweden,EURO,937,46296,33,4982
2020-06-12,SE,Sweden,EURO,1437,47733,39,5021
2020-06-13,SE,Sweden,EURO,1293,49026,35,5056
2020-06-14,SE,Sweden,EURO,1329,50355,29,5085
2020-06-15,SE,Sweden,EURO,1032,51387,33,5118
2020-06-16,SE,Sweden,EURO,418,51805,27,5145
2020-06-17,SE,Sweden,EURO,685,52490,30,5175
2020-06-18,SE,Sweden,EURO,1209,53699,28,5203
2020-06-19,SE,Sweden,EURO,1457,55156,32,5235
2020-06-20,SE,Sweden,EURO,1494,56650,29,5264
2020-06-21,SE,Sweden,EURO,1209,57859,30,5294
2020-06-22,SE,Sweden,EURO,698,58557,29,5323
2020-06-23,SE,Sweden,EURO,321,58878,22,5345
2020-06-24,SE,Sweden,EURO,800,59678,20,5365
2020-06-25,SE,Sweden,EURO,1309,60987,25,5390
2020-06-26,SE,Sweden,EURO,1696,62683,22,5412
2020-06-27,SE,Sweden,EURO,1276,63959,23,5435
2020-06-28,SE,Sweden,EURO,1204,65163,11,5446
2020-06-29,SE,Sweden,EURO,755,65918,14,5460
2020-06-30,SE,Sweden,EURO,415,66333,23,5483
2020-07-01,SE,Sweden,EURO,726,67059,16,5499
2020-07-02,SE,Sweden,EURO,808,67867,20,5519
2020-07-03,SE,Sweden,EURO,685,68552,15,5534
2020-07-04,SE,Sweden,EURO,687,69239,15,5549
2020-07-05,SE,Sweden,EURO,694,69933,8,5557
2020-07-06,SE,Sweden,EURO,364,70297,15,5572
2020-07-07,SE,Sweden,EURO,315,70612,9,5581
2020-07-08,SE,Sweden,EURO,251,70863,15,5596
2020-07-09,SE,Sweden,EURO,278,71141,12,5608
2020-07-10,SE,Sweden,EURO,533,71674,10,5618
2020-07-11,SE,Sweden,EURO,334,72008,15,5633
2020-07-12,SE,Sweden,EURO,369,72377,14,5647
2020-07-13,SE,Sweden,EURO,308,72685,10,5657
2020-07-14,SE,Sweden,EURO,106,72791,8,5665
2020-07-15,SE,Sweden,EURO,170,72961,12,5677
2020-07-16,SE,Sweden,EURO,312,73273,8,5685
2020-07-17,SE,Sweden,EURO,287,73560,6,5691
2020-07-18,SE,Sweden,EURO,268,73828,6,5697
2020-07-19,SE,Sweden,EURO,284,74112,7,5704
2020-07-20,SE,Sweden,EURO,191,74303,11,5715
2020-07-21,SE,Sweden,EURO,110,74413,7,5722
2020-07-22,SE,Sweden,EURO,131,74544,6,5728
2020-07-23,SE,Sweden,EURO,226,74770,7,5735
2020-07-24,SE,Sweden,EURO,297,75067,6,5741
2020-07-25,SE,Sweden,EURO,220,75287,5,5746
2020-07-26,SE,Sweden,EURO,262,75549,3,5749
2020-07-27,SE,Sweden,EURO,138,75687,1,5750
2020-07-28,SE,Sweden,EURO,42,75729,2,5752
2020-07-29,SE,Sweden,EURO,71,75800,6,5758
2020-07-30,SE,Sweden,EURO,283,76083,4,5762
2020-07-31,SE,Sweden,EURO,301,76384,1,5763
2020-08-01,SE,Sweden,EURO,302,76686,0,5763
2020-08-02,SE,Sweden,EURO,258,76944,2,5765
2020-08-03,SE,Sweden,EURO,303,77247,2,5767
2020-08-04,SE,Sweden,EURO,38,77285,3,5770
2020-08-05,SE,Sweden,EURO,165,77450,4,5774
2020-08-06,SE,Sweden,EURO,333,77783,2,5776
2020-08-07,SE,Sweden,EURO,425,78208,1,5777
2020-08-08,SE,Sweden,EURO,378,78586,4,5781
2020-08-09,SE,Sweden,EURO,380,78966,2,5783
2020-08-10,SE,Sweden,EURO,260,79226,1,5784
2020-08-11,SE,Sweden,EURO,73,79299,4,5788
2020-08-12,SE,Sweden,EURO,196,79495,2,5790
2020-08-13,SE,Sweden,EURO,417,79912,4,5794
2020-08-14,SE,Sweden,EURO,443,80355,3,5797
2020-08-15,SE,Sweden,EURO,363,80718,5,5802
2020-08-16,SE,Sweden,EURO,344,81062,1,5803
2020-08-17,SE,Sweden,EURO,226,81288,1,5804
2020-08-18,SE,Sweden,EURO,63,81351,0,5804
2020-08-19,SE,Sweden,EURO,174,81525,3,5807
2020-08-20,SE,Sweden,EURO,314,81839,4,5811
2020-08-21,SE,Sweden,EURO,351,82190,1,5812
2020-08-22,SE,Sweden,EURO,333,82523,2,5814
2020-08-23,SE,Sweden,EURO,298,82821,5,5819
2020-08-24,SE,Sweden,EURO,160,82981,1,5820
2020-08-25,SE,Sweden,EURO,57,83038,3,5823
2020-08-26,SE,Sweden,EURO,174,83212,1,5824
2020-08-27,SE,Sweden,EURO,222,83434,1,5825
2020-08-28,SE,Sweden,EURO,244,83678,2,5827
2020-08-29,SE,Sweden,EURO,202,83880,1,5828
2020-08-30,SE,Sweden,EURO,179,84059,1,5829
2020-08-31,SE,Sweden,EURO,131,84190,1,5830
2020-09-01,SE,Sweden,EURO,48,84238,3,5833
2020-09-02,SE,Sweden,EURO,162,84400,2,5835
2020-09-03,SE,Sweden,EURO,171,84571,3,5838
2020-09-04,SE,Sweden,EURO,213,84784,2,5840
2020-09-05,SE,Sweden,EURO,286,85070,2,5842
2020-09-06,SE,Sweden,EURO,262,85332,0,5842
2020-09-07,SE,Sweden,EURO,171,85503,0,5842
2020-09-08,SE,Sweden,EURO,67,85570,3,5845
2020-09-09,SE,Sweden,EURO,185,85755,1,5846
2020-09-10,SE,Sweden,EURO,236,85991,1,5847
2020-09-11,SE,Sweden,EURO,314,86305,2,5849
2020-09-12,SE,Sweden,EURO,254,86559,2,5851
2020-09-13,SE,Sweden,EURO,291,86850,4,5855
2020-09-14,SE,Sweden,EURO,206,87056,1,5856
2020-09-15,SE,Sweden,EURO,106,87162,2,5858
2020-09-16,SE,Sweden,EURO,220,87382,2,5860
2020-09-17,SE,Sweden,EURO,292,87674,1,5861
2020-09-18,SE,Sweden,EURO,330,88004,2,5863
2020-09-19,SE,Sweden,EURO,389,88393,1,5864
2020-09-20,SE,Sweden,EURO,437,88830,1,5865
2020-09-21,SE,Sweden,EURO,279,89109,1,5866
2020-09-22,SE,Sweden,EURO,133,89242,4,5870
2020-09-23,SE,Sweden,EURO,266,89508,2,5872
2020-09-24,SE,Sweden,EURO,438,89946,1,5873
2020-09-25,SE,Sweden,EURO,553,90499,0,5873
2020-09-26,SE,Sweden,EURO,540,91039,1,5874
2020-09-27,SE,Sweden,EURO,630,91669,4,5878
2020-09-28,SE,Sweden,EURO,325,91994,2,5880
2020-09-29,SE,Sweden,EURO,167,92161,1,5881
2020-09-30,SE,Sweden,EURO,378,92539,1,5882
2020-10-01,SE,Sweden,EURO,613,93152,2,5884
2020-10-02,SE,Sweden,EURO,689,93841,4,5888
2020-10-03,SE,Sweden,EURO,633,94474,1,5889
2020-10-04,SE,Sweden,EURO,712,95186,3,5892
2020-10-05,SE,Sweden,EURO,461,95647,3,5895
2020-10-06,SE,Sweden,EURO,156,95803,3,5898
2020-10-07,SE,Sweden,EURO,374,96177,2,5900
2020-10-08,SE,Sweden,EURO,786,96963,4,5904
2020-10-09,SE,Sweden,EURO,831,97794,3,5907
2020-10-10,SE,Sweden,EURO,834,98628,1,5908
2020-10-11,SE,Sweden,EURO,783,99411,5,5913
2020-10-12,SE,Sweden,EURO,509,99920,5,5918
2020-10-13,SE,Sweden,EURO,161,100081,2,5920
2020-10-14,SE,Sweden,EURO,637,100718,3,5923
2020-10-15,SE,Sweden,EURO,916,101634,1,5924
2020-10-16,SE,Sweden,EURO,968,102602,2,5926
2020-10-17,SE,Sweden,EURO,902,103504,3,5929
2020-10-18,SE,Sweden,EURO,1179,104683,2,5931
2020-10-19,SE,Sweden,EURO,697,105380,4,5935
2020-10-20,SE,Sweden,EURO,321,105701,1,5936
2020-10-21,SE,Sweden,EURO,771,106472,4,5940
2020-10-22,SE,Sweden,EURO,1289,107761,4,5944
2020-10-23,SE,Sweden,EURO,1571,109332,3,5947
2020-10-24,SE,Sweden,EURO,1666,110998,9,5956
2020-10-25,SE,Sweden,EURO,1867,112865,7,5963
2020-10-26,SE,Sweden,EURO,1477,114342,8,5971
2020-10-27,SE,Sweden,EURO,514,114856,8,5979
2020-10-28,SE,Sweden,EURO,1069,115925,11,5990
2020-10-29,SE,Sweden,EURO,2414,118339,9,5999
2020-10-30,SE,Sweden,EURO,3389,121728,9,6008
2020-10-31,SE,Sweden,EURO,3262,124990,9,6017
2020-11-01,SE,Sweden,EURO,4056,129046,9,6026
2020-11-02,SE,Sweden,EURO,2987,132033,13,6039
2020-11-03,SE,Sweden,EURO,1297,133330,22,6061
2020-11-04,SE,Sweden,EURO,1569,134899,20,6081
2020-11-05,SE,Sweden,EURO,3608,138507,20,6101
2020-11-06,SE,Sweden,EURO,4482,142989,21,6122
2020-11-07,SE,Sweden,EURO,4744,147733,22,6144
2020-11-08,SE,Sweden,EURO,4454,152187,25,6169
2020-11-09,SE,Sweden,EURO,4451,156638,27,6196
2020-11-10,SE,Sweden,EURO,2097,158735,22,6218
2020-11-11,SE,Sweden,EURO,3725,162460,35,6253
2020-11-12,SE,Sweden,EURO,4497,166957,35,6288
2020-11-13,SE,Sweden,EURO,5709,172666,27,6315
2020-11-14,SE,Sweden,EURO,5564,178230,28,6343
2020-11-15,SE,Sweden,EURO,6730,184960,33,6376
2020-11-16,SE,Sweden,EURO,3513,188473,38,6414
2020-11-17,SE,Sweden,EURO,1581,190054,39,6453
2020-11-18,SE,Sweden,EURO,2544,192598,37,6490
2020-11-19,SE,Sweden,EURO,4458,197056,44,6534
2020-11-20,SE,Sweden,EURO,4961,202017,50,6584
2020-11-21,SE,Sweden,EURO,7609,209626,46,6630
2020-11-22,SE,Sweden,EURO,5458,215084,45,6675
2020-11-23,SE,Sweden,EURO,4492,219576,51,6726
2020-11-24,SE,Sweden,EURO,2422,221998,59,6785
2020-11-25,SE,Sweden,EURO,3877,225875,55,6840
2020-11-26,SE,Sweden,EURO,5674,231549,68,6908
2020-11-27,SE,Sweden,EURO,6066,237615,69,6977
2020-11-28,SE,Sweden,EURO,6903,244518,60,7037
2020-11-29,SE,Sweden,EURO,6462,250980,65,7102
2020-11-30,SE,Sweden,EURO,3825,254805,50,7152
2020-12-01,SE,Sweden,EURO,2753,257558,50,7202
2020-12-02,SE,Sweden,EURO,3480,261038,67,7269
2020-12-03,SE,Sweden,EURO,5819,266857,67,7336
2020-12-04,SE,Sweden,EURO,6547,273404,71,7407
2020-12-05,SE,Sweden,EURO,6986,280390,77,7484
2020-12-06,SE,Sweden,EURO,7338,287728,70,7554
2020-12-07,SE,Sweden,EURO,4864,292592,43,7597
2020-12-08,SE,Sweden,EURO,1803,294395,81,7678
2020-12-09,SE,Sweden,EURO,3782,298177,58,7736
2020-12-10,SE,Sweden,EURO,7446,305623,54,7790
2020-12-11,SE,Sweden,EURO,8398,314021,75,7865
2020-12-12,SE,Sweden,EURO,6693,320714,86,7951
2020-12-13,SE,Sweden,EURO,7717,328431,89,8040
2020-12-14,SE,Sweden,EURO,6538,334969,68,8108
2020-12-15,SE,Sweden,EURO,3057,338026,71,8179
2020-12-16,SE,Sweden,EURO,3534,341560,94,8273
2020-12-17,SE,Sweden,EURO,7001,348561,88,8361
2020-12-18,SE,Sweden,EURO,8824,357385,102,8463
2020-12-19,SE,Sweden,EURO,9640,367025,116,8579
2020-12-20,SE,Sweden,EURO,7917,374942,71,8650
2020-12-21,SE,Sweden,EURO,5509,380451,80,8730
2020-12-22,SE,Sweden,EURO,3752,384203,94,8824
2020-12-23,SE,Sweden,EURO,5160,389363,76,8900
2020-12-24,SE,Sweden,EURO,6595,395958,93,8993
2020-12-25,SE,Sweden,EURO,11376,407334,87,9080
2020-12-26,SE,Sweden,EURO,5036,412370,88,9168
2020-12-27,SE,Sweden,EURO,2793,415163,106,9274
2020-12-28,SE,Sweden,EURO,2966,418129,94,9368
2020-12-29,SE,Sweden,EURO,3208,421337,99,9467
2020-12-30,SE,Sweden,EURO,7091,428428,121,9588
2020-12-31,SE,Sweden,EURO,8872,437300,73,9661
2021-01-01,SE,Sweden,EURO,10459,447759,90,9751
2021-01-02,SE,Sweden,EURO,6999,454758,110,9861
2021-01-03,SE,Sweden,EURO,2618,457376,87,9948
2021-01-04,SE,Sweden,EURO,2530,459906,99,10047
2021-01-05,SE,Sweden,EURO,2754,462660,83,10130
2021-01-06,SE,Sweden,EURO,6983,469643,86,10216
2021-01-07,SE,Sweden,EURO,7546,477189,93,10309
2021-01-08,SE,Sweden,EURO,5029,482218,82,10391
2021-01-09,SE,Sweden,EURO,7149,489367,103,10494
2021-01-10,SE,Sweden,EURO,5690,495057,99,10593
2021-01-11,SE,Sweden,EURO,4736,499793,89,10682
2021-01-12,SE,Sweden,EURO,2317,502110,92,10774
2021-01-13,SE,Sweden,EURO,4648,506758,89,10863
2021-01-14,SE,Sweden,EURO,5338,512096,89,10952
2021-01-15,SE,Sweden,EURO,6594,518690,91,11043
